"koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_period_err1","koi_period_err2","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_teq","koi_insol","koi_insol_err1","koi_insol_err2","koi_model_snr","koi_tce_plnt_num","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_srad","koi_srad_err1","koi_srad_err2","ra","dec","koi_kepmag","koi_tce_delivnameq1_q16_tce","koi_tce_delivnameq1_q17_dr24_tce","koi_tce_delivnameq1_q17_dr25_tce"
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0353761711940453,-0.22062869446728,0.22062869446728,0.135537884131218,-0.293594216199299,0.293594216199299,-0.209102780890259,-0.10582958139505,0.170087136975562,-0.437847665173072,-0.364224679492474,0.364224679492474,-0.12305591437745,-0.158587311213832,0.158587311213832,-0.0334643483830899,-0.0321244350577191,0.0290279365325213,-0.129861574693227,-0.0472004270017711,-0.0460713488582866,0.0794167936149991,-0.123912383837292,-0.489619313080557,-0.172063820069475,-1.05395127326829,1.02772155838934,0.293508061595464,-0.352532534892023,0.371294327485854,-0.104616687985043,-0.346586075014213,0.243362596642308,0.109343238381071,1.12676141311515,0.785463060214301,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0159064330278344,-0.177398363736958,0.177398363736958,-0.00337078732364983,-0.231941392207267,0.231941392207267,0.0569329272540809,-0.143010840421497,-0.09816443105477,-0.0198510937564871,-0.292226185618079,0.292226185618079,-0.0784042929409697,0.0895736441442584,-0.0895736441442584,-0.0312919403680184,-0.0315395292507804,0.0285629600686681,-0.835188638984334,-0.0511610720807981,-0.0476992391711,0.0826486153687622,-0.166937423127028,0.832810420380012,-0.172063820069475,-1.05395127326829,1.02772155838934,0.293508061595464,-0.352532534892023,0.371294327485854,-0.104616687985043,-0.346586075014213,0.243362596642308,0.109343238381071,1.12676141311515,0.785463060214301,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0383932179409679,-0.225339357214906,0.225339357214906,0.153830760187586,-0.3402871637815,0.3402871637815,0.126464987337261,-0.117744811121672,-0.129776568701442,-0.789347847525967,-0.448469251503863,0.448469251503863,-0.125210915412029,-0.198913466459522,0.198913466459522,-0.0315968397385547,-0.026080408386019,0.0267030542132553,1.10546839790805,-0.00816735084829669,0.00567326993365478,0.0154275829894259,-0.101969613799526,-0.489619313080557,0.670897072649675,0.865999866605974,-1.23101735169517,0.199059015354754,-0.295955765907913,-1.02301578843273,-0.0659503726980986,0.213141025221097,0.127257331686914,-0.548582155696627,1.15057637154779,0.911764017039768,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0346801171952695,-0.2220798511518,0.2220798511518,0.147003993166512,-0.327593935312552,0.327593935312552,0.0279108500019711,-0.147173992976582,-0.0846163720633391,0.00375310114441725,-0.408352788641297,0.408352788641297,0.0323972402529523,-0.085690030577393,0.085690030577393,-0.0272139112870947,-0.0222785206409173,0.0258893454015122,-0.0452223269782941,-0.0462055774684264,-0.0409635214659375,0.0751055476959738,0.00817448678219809,-0.489619313080557,0.692849179230903,1.30235239839558,-1.59589056024729,0.355388471201448,-0.44682714986554,-1.25540080775249,-0.0899949721202322,0.166700785463582,0.172409379169567,1.0099127014747,1.15014541569495,1.0715893019115,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0376960553183861,-0.224023890553255,0.224023890553255,0.177784249726119,-0.305380785491894,0.305380785491894,0.163347210511817,-0.131526281648849,-0.178549581070593,-0.388562106219984,-0.395051014113183,0.395051014113183,-0.110953428567253,-0.170995358981737,0.170995358981737,-0.0315206148959207,-0.0258854397837061,0.0272842747930718,0.609724232720591,-0.0315388136601546,-0.022131929540284,0.0536030742843762,-0.104981366549808,0.832810420380012,0.692849179230903,1.30235239839558,-1.59589056024729,0.355388471201448,-0.44682714986554,-1.25540080775249,-0.0899949721202322,0.166700785463582,0.172409379169567,1.0099127014747,1.15014541569495,1.0715893019115,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0383754525626825,-0.222580588573387,0.222580588573387,0.291595434501495,-0.182528467096006,0.182528467096006,0.159114824245884,-0.121046621768808,-0.170420745675735,-0.580417002374534,-0.188767939288303,0.188767939288303,-0.190171266598383,-0.20046447243051,0.20046447243051,-0.0360178806113318,-0.0295898432276513,0.0287954483005947,1.01276826945837,-0.0137191925890445,0.000747952440936372,0.0274775690892852,-0.213404465559943,2.15524015384058,0.692849179230903,1.30235239839558,-1.59589056024729,0.355388471201448,-0.44682714986554,-1.25540080775249,-0.0899949721202322,0.166700785463582,0.172409379169567,1.0099127014747,1.15014541569495,1.0715893019115,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0325245845797056,-0.223941416154405,0.223941416154405,0.188906882664151,-0.368076267536732,0.368076267536732,-0.265937682175641,-0.113868772535903,0.254988306655196,-0.282140907495335,-0.486263182305965,0.486263182305965,0.618005841393631,0.0554515127825209,-0.0554515127825209,-0.0201250009221246,-0.0325143722623449,0.0250756365897691,-0.51879907014518,-0.0501465318403844,-0.0476018597280085,0.0815648907088177,0.418633361606281,-0.489619313080557,-0.792576699432183,-1.18485703280517,0.992971729003421,0.352131607537977,-0.173372766442342,1.2029880808408,-0.130285922503267,-0.522570141463743,0.225624292274123,-0.911839499733614,1.19271146045408,1.17060301497838,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0384170418177276,-0.226072593894202,0.226072593894202,-0.691440062427074,-0.391119010503754,0.391119010503754,0.197206300639279,-0.151337145531666,0.301051707226061,-0.76542263557441,-0.53488855808096,0.53488855808096,2.22420569250272,-0.395891224775006,0.395891224775006,0.00762084179668321,-0.0296873275288078,0.0248431483578425,0.9704486456009,-0.0158889209775077,-0.041370187819477,0.0624061868990843,18.2413256369866,-0.489619313080557,0.362104106740403,-1.11940415303673,1.07984630246821,0.260939424960737,-0.729710994786089,1.25191124280285,-0.0925943882739764,-0.510349025738081,0.280451778503059,-0.951366550710318,1.45765326031409,-2.34009580344801,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,8.97148226613127,-0.0307292572367039,-0.0177359614457508,-0.0385322551333601,-0.226069452012341,0.226069452012341,-0.715756073910263,-0.390788079904385,0.390788079904385,-0.161941905355581,-0.128655141955687,0.106862861682218,-0.186661264715609,-0.532861621010009,0.532861621010009,0.921498947095483,-0.434666374049708,0.434666374049708,0.0192832427196986,-0.0267627984941142,0.0201933837193105,2.39923975583631,0.14292413275593,-0.00796842638974857,-0.0577281320515113,25.3043160867897,-0.489619313080557,1.26945784543116,-1.16303940621569,0.888722240845674,-1.16556685964034,-0.644845841309925,1.21521887133131,0.228433506713429,-0.361251413885007,0.164346513547665,0.174124890170275,1.07827747131797,-3.02227689741272,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0379612268095743,-0.226039015031813,0.226039015031813,-0.719895146961394,-0.389378224885156,0.389378224885156,0.0841411246779339,-0.150475803623718,0.295632483629489,-0.372853851716216,-0.523360353489928,0.523360353489928,1.34749955161109,-0.358667081471293,0.358667081471293,0.013528267100825,-0.0238382694594206,0.0178685014000446,1.33721871903228,0.00770289022297973,-0.0290587314356639,0.0235469169496452,7.214868567813,-0.489619313080557,0.954810984433556,-0.377604848994403,0.0547263355837013,-0.677037310119428,-0.437397688368188,0.995064642502062,0.0656450700852002,-0.334364959288551,0.164346513547665,-2.09373164080635,-0.476104520520579,-0.605406735937748,-0.230932471104534,-0.179256090960913,0.331589257722238
